,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.9999999999999998,0.9191446263268638,0.8748342756991241,0.8314416078799901,0.7982208236087526,0.7626659891526797,0.7430326524311495,0.7171638567976178,0.7118541234714003,0.6692345830600068,0.6197679777690825,0.6355900752520629,0.6409310350636984,0.6257049090094882,0.5983733397093742,0.5864369557970802,0.5818069129554023,0.6197371179832093,0.644813618221751,0.6401134919685643,0.684752954959678,0.6454353618568834,0.6867444653805358,0.6716282665350579,0.6667464876665229,0.6518703233796632,0.6660177456684618,0.6570019746057176,0.6388318084193539,0.6622262885839687,0.6116157144195647,0.5948295901442593,0.5919777019197845,0.6234130804182707,0.6243332262127971,0.6266260017473383,0.6353988815281573,0.6274230401592664,0.6221350644309417,0.574879149750241,0.6467057358959425,0.6415829310704009,0.6467464880675794,0.6419194952081229
1,0.9191446263268638,0.9999999999999998,0.9446799044640976,0.8930681136466433,0.8445524040918406,0.7819249952013823,0.745939691372215,0.7195236373624099,0.7189840610261217,0.6740447647063359,0.6285128376397349,0.6308386129646496,0.640933927343212,0.638550527763966,0.6128987816336184,0.6058070540262469,0.5942304402929107,0.6298060641701496,0.6505597904410707,0.6366763865248949,0.6638050447694234,0.6386896390245843,0.6844997132528512,0.6673715296281136,0.6729768732149587,0.6598967645802877,0.6766586899279098,0.6729241036826931,0.6597247232141527,0.6658049552476718,0.6117904588321843,0.6069740042353474,0.6119731570074287,0.6379970398925956,0.6390318908003781,0.6458179886860469,0.6526809039453751,0.658799928510787,0.6477209810562666,0.6150233743776526,0.6592792852968167,0.6607716112660503,0.6658264821513056,0.6549651564523221
2,0.8748342756991242,0.9446799044640974,1.0,0.9463182963241773,0.8956065782004383,0.8270326902089499,0.7938006799123851,0.7585593743133123,0.7549113000687965,0.6951140543986225,0.6123260905018224,0.6182626668490825,0.6362395048852727,0.6302758396211259,0.5983121285139076,0.5893813356932625,0.5803403167459799,0.6332023379137686,0.6707946183068128,0.6619859817698687,0.672758952151021,0.6525231039545907,0.6746976901932056,0.6648329222430241,0.6701334157187074,0.6431394649550027,0.6511802908232588,0.635588879817902,0.628290898155901,0.6372475179480116,0.6110344423842217,0.6018232053043275,0.6218283537301317,0.6569915070975884,0.6560170689574253,0.6636388890374872,0.6511676241682001,0.6544165241711226,0.6349399831349688,0.6179436327639624,0.663550930985366,0.6592834073381353,0.6718402708598711,0.6536165945282928
3,0.8314416078799901,0.8930681136466434,0.9463182963241772,1.0,0.9569458287280439,0.8973558787254445,0.8665228560262555,0.8305904183860159,0.8183895004381402,0.7718357353838317,0.6953401684503732,0.6734986800402472,0.687633046475426,0.6783327130702294,0.6542809521547861,0.644392523507066,0.6301756000457024,0.6663068536648105,0.6762630254296482,0.6570775831923541,0.6845257771111682,0.6509052720833265,0.6782331344979052,0.6732964488719815,0.6809336685681363,0.6521776993069938,0.6661426682299224,0.6602529777283174,0.6558056587427794,0.6768813676704817,0.6547042248830929,0.6388720700616433,0.6554701295810801,0.6876681009292197,0.6889839618106205,0.6765017827287352,0.6546173745437404,0.653060686108231,0.6695994200414102,0.6496905258661575,0.6941165565541174,0.6828537972489113,0.6940856906718457,0.6816286588027486
4,0.7982208236087526,0.8445524040918407,0.8956065782004384,0.9569458287280439,1.0,0.9421442010023778,0.9111274825774759,0.8730780912036767,0.857468230318395,0.8071206474156974,0.7375986362034577,0.7157091208162988,0.7058758000321125,0.7038116634682963,0.6896164237956149,0.6788923753439319,0.6679551105952896,0.7033746008054775,0.6956155739115494,0.645667235833936,0.6850850669773727,0.6595212778741972,0.6958173452204004,0.6914616644627894,0.6935719395544259,0.6681190841629445,0.6850936479713116,0.6833670641442727,0.682319462550384,0.7043552600036415,0.6708737162447156,0.6522897606220537,0.664826229202571,0.6913247065997481,0.7023182382839105,0.6878028700945193,0.6700001310989616,0.6681704908851369,0.6921540319800048,0.6834641175731458,0.729923051319013,0.7112969492423382,0.7150703372570381,0.7057591187035194
5,0.7626659891526796,0.7819249952013824,0.8270326902089499,0.8973558787254444,0.942144201002378,1.0,0.9722378625579108,0.9414570543463702,0.9044063325892799,0.8584262212522608,0.7970154823194942,0.779790392909248,0.7578385765329635,0.7194581962869174,0.7032893654993652,0.6907610862811735,0.6868229115970294,0.7201917946518189,0.7078200767519236,0.6397365530756292,0.7132921075598507,0.6984652935745141,0.7331744001026514,0.725470533340246,0.7309262132302001,0.7025937577171337,0.7118500469201274,0.7074456463781349,0.7045152567904337,0.721126472568136,0.6614573502467403,0.6562629928944361,0.6588720608172072,0.6772207841457428,0.7002579563885305,0.6755207792454571,0.6448207951905206,0.6530881767665984,0.7046532640471121,0.7108458473849706,0.7699078473724411,0.7478220804189623,0.743021633977258,0.735791785569012
6,0.7430326524311495,0.7459396913722149,0.7938006799123851,0.8665228560262555,0.9111274825774758,0.9722378625579108,1.0,0.9736890047989062,0.9371614185671722,0.8828333522932641,0.8103441632195922,0.7935431149154709,0.7681286349091834,0.7428609707207725,0.7112017806613263,0.6959360542316522,0.6868867370955316,0.7257041660084601,0.7067789057581603,0.6332387818598738,0.7413565087586879,0.722438464086597,0.733458342092249,0.7211692480644396,0.7279110383628253,0.6915606597454511,0.6997223564420777,0.6895569890898655,0.6774567296733021,0.6951577007707208,0.668350398508526,0.6584405089164869,0.6545081553099413,0.6776451955164882,0.7024566091960773,0.6798148429418348,0.6498372805216844,0.6450144419003611,0.6735843633415323,0.7034618373176761,0.7633800337775619,0.7323291778547548,0.7270794882855717,0.7235892194486138
7,0.7171638567976178,0.7195236373624099,0.7585593743133123,0.8305904183860159,0.8730780912036767,0.9414570543463703,0.9736890047989062,1.0,0.9633961834667085,0.9227920614802351,0.8581846693067897,0.8397911089414922,0.80853702369959,0.7811424667423136,0.7523958933416369,0.7220441418234098,0.713851725674195,0.7488082735310423,0.7211273367221737,0.6325490458840002,0.7522955311947981,0.7390063143846181,0.740257685425464,0.7304416761315939,0.7420110822181913,0.7045102443374096,0.7090360148402749,0.700482937113337,0.6882563491512338,0.7076812429987264,0.6900110229367984,0.6736736014432673,0.6665178043402784,0.6862416830727031,0.7068254858681541,0.6794214234496943,0.6567035500821707,0.6470580801582029,0.6838096640778569,0.7229698807526154,0.7727854809191412,0.7454754622582694,0.7360855761736036,0.7388069960929617
8,0.7118541234714002,0.7189840610261217,0.7549113000687966,0.8183895004381402,0.857468230318395,0.9044063325892798,0.9371614185671723,0.9633961834667083,1.0,0.9517629261998979,0.8970231428183265,0.8741777738215071,0.8452426290651176,0.817860852175585,0.7783430289570481,0.7406957946651288,0.7154317925337689,0.7498396525565902,0.7199054588825401,0.6151268708291353,0.7332887698469321,0.7357501340408779,0.7387961098078829,0.7256682661189618,0.743901664235826,0.7068981133758735,0.7232325829408027,0.7253882149622823,0.7136747546215639,0.7257011418234306,0.7143774279005811,0.6842609708496907,0.6779513990343345,0.7000025290871478,0.7156513539394125,0.6929792977517439,0.6883401779371024,0.6797094231322146,0.7044059799173441,0.7262500287386822,0.7672586335240771,0.7388171048369259,0.7288432955719527,0.733066431444124
9,0.6692345830600068,0.6740447647063359,0.6951140543986225,0.7718357353838317,0.8071206474156974,0.8584262212522608,0.8828333522932641,0.9227920614802352,0.9517629261998979,1.0,0.9673883777669081,0.942272695575631,0.9005954467803257,0.8784788309439496,0.8551836084952938,0.8182013148087947,0.794033069504047,0.7707783149209173,0.7210524267668205,0.5975465562918506,0.7209515366162195,0.7280008815529023,0.7250332619963509,0.7099998213637192,0.7269089655875854,0.7022014952081725,0.7138279740180679,0.7316682816629511,0.7210010568989825,0.7297355326504403,0.710808141571564,0.6882743525043259,0.6866153056911967,0.6881863444784115,0.6984063021279765,0.6755037670462385,0.6822860735059825,0.6652647914954453,0.7221985544953402,0.7754792946220893,0.7894225406618757,0.7735800736071706,0.7630114523631486,0.7743702421909725
10,0.6197679777690827,0.628512837639735,0.6123260905018223,0.6953401684503732,0.7375986362034577,0.7970154823194942,0.8103441632195921,0.8581846693067897,0.8970231428183265,0.9673883777669081,1.0,0.9688829271712631,0.9219224628185201,0.8945559510992636,0.8764379943816413,0.8393169666988576,0.8167085167950333,0.7710401495483254,0.6895809662563276,0.5491073302845363,0.6835285753429263,0.6944506786155417,0.704441202447245,0.6895971620374047,0.7030396505597677,0.6926825199137371,0.7061621063681041,0.733928727218525,0.7229774445146314,0.7302249486549083,0.6964889964668086,0.67135693202501,0.6680873033662096,0.6566131790217459,0.6618487308932152,0.6423959602728304,0.6633185116015421,0.648502968996304,0.7248707953574031,0.7768211640569833,0.7751884993443648,0.7653674239886372,0.7482233117096885,0.7684207950718802
11,0.6355900752520629,0.6308386129646496,0.6182626668490825,0.6734986800402472,0.7157091208162988,0.7797903929092479,0.7935431149154709,0.8397911089414923,0.874177773821507,0.942272695575631,0.9688829271712632,1.0,0.9580976913650863,0.923594496194564,0.8971028074073912,0.85965933242177,0.8454656460946999,0.803176461842074,0.7303215003234879,0.5501628052840639,0.6963383877240111,0.7035130776337735,0.7146026892120942,0.6896241222759811,0.7068058079444767,0.6973727284199391,0.706143417482578,0.7386889288597994,0.7238378405480386,0.7298860889660364,0.683001022645272,0.6622659033861797,0.6483918971051579,0.6404873755358973,0.6457792453895494,0.6299029893905509,0.6588653856572039,0.6441641823130132,0.718194163094448,0.7719042286922134,0.7785260358955968,0.7645263345888487,0.7484952415864176,0.7695640060069927
12,0.6409310350636983,0.6409339273432121,0.6362395048852727,0.687633046475426,0.7058758000321125,0.7578385765329634,0.7681286349091835,0.80853702369959,0.8452426290651176,0.9005954467803254,0.9219224628185201,0.9580976913650863,1.0,0.958148144854199,0.9204240803371739,0.8860265579019406,0.8686295804948717,0.8336038880673963,0.7423108438102948,0.5432988727379564,0.6888025850363783,0.712162527458332,0.724948864783304,0.6963620303963808,0.717984063713415,0.7024475867113676,0.7156195992359433,0.7546417288071551,0.7425473618232704,0.7415776405219183,0.7096900007550914,0.6720799655964881,0.6635415967686317,0.6587101390841087,0.6531265443065482,0.6315849010318334,0.656362697670655,0.6320263943341827,0.7103989725993923,0.7670591454006072,0.7774450622611702,0.7598242871212317,0.7556066600066447,0.7816749674442197
13,0.6257049090094882,0.638550527763966,0.630275839621126,0.6783327130702294,0.7038116634682963,0.7194581962869174,0.7428609707207724,0.7811424667423136,0.8178608521755851,0.8784788309439496,0.8945559510992636,0.923594496194564,0.958148144854199,0.9999999999999999,0.9688948694169197,0.9278885717569835,0.9104810547543446,0.8613536599693127,0.7673713415522702,0.5543809322191374,0.6908028574070126,0.714011666742866,0.7107128531355011,0.6863543614043339,0.6947298355395529,0.6838023280826457,0.6957524165263483,0.7260383151680813,0.7108385405209745,0.6964969734898878,0.6910141403784978,0.6347402472207542,0.6351662197192474,0.6333827088414877,0.6214125387759573,0.6123278791494426,0.640029787766735,0.6087911324085598,0.6803819551675134,0.7965002210213467,0.7918401997734746,0.7729511925206957,0.7705641582007976,0.7940163796741744
14,0.5983733397093742,0.6128987816336184,0.5983121285139076,0.6542809521547861,0.6896164237956148,0.7032893654993652,0.7112017806613263,0.7523958933416369,0.7783430289570482,0.8551836084952937,0.8764379943816413,0.8971028074073913,0.9204240803371739,0.9688948694169198,0.9999999999999999,0.9642458600793848,0.9489096942474456,0.8917627130428623,0.78007870457858,0.566075463244499,0.6735283469412585,0.6836374646640908,0.6739838267147481,0.6569045821843881,0.660580577995913,0.6552525384785653,0.6691940332796343,0.7056193153888417,0.6960395415330641,0.6860034012306346,0.6759376218872015,0.624202655605625,0.6265132661158678,0.6131301671740669,0.5989852742421027,0.5916378952643792,0.6151558535344536,0.5869158212729559,0.671796491741938,0.7855523162462276,0.7698996912554644,0.7585237290415958,0.7545177612206398,0.7813881864152099
15,0.5864369557970803,0.6058070540262469,0.5893813356932623,0.6443925235070659,0.6788923753439319,0.6907610862811735,0.6959360542316523,0.7220441418234097,0.7406957946651288,0.8182013148087947,0.8393169666988576,0.85965933242177,0.8860265579019406,0.9278885717569834,0.964245860079385,1.0,0.973240730379358,0.9256529373369977,0.8122136102174802,0.5930328042015496,0.6840259884767198,0.678198651190903,0.6733826289907358,0.6441928704609754,0.6489868830963414,0.6460519812062187,0.6634301279122569,0.7003636769431639,0.6906694315470406,0.6877111219403478,0.6664570414474819,0.6054714802397703,0.6104708039130858,0.5890499509010351,0.5731503788035358,0.5685300358420042,0.6000669641039215,0.5723051378777643,0.6549194621292125,0.7744875548821315,0.7613607121687502,0.7529767944823031,0.7508268434550365,0.77444940964862
16,0.5818069129554023,0.5942304402929107,0.5803403167459797,0.6301756000457024,0.6679551105952897,0.6868229115970294,0.6868867370955316,0.713851725674195,0.7154317925337689,0.794033069504047,0.8167085167950333,0.8454656460946999,0.8686295804948717,0.9104810547543445,0.9489096942474456,0.9732407303793581,1.0,0.9465557194097479,0.8372872786178692,0.6117837591992519,0.6954818507925149,0.6881054000941013,0.6899315483308897,0.6608608227559845,0.655252090343757,0.6595513035686502,0.6721105965455938,0.7133445827518814,0.7049573105322102,0.6982797234662276,0.6632677735640522,0.6091313392012058,0.6129771294927807,0.5878483701064915,0.5749542337628233,0.5716330766816224,0.6023316365498469,0.5788265990198536,0.6666434971648735,0.7820550829869641,0.7726552811894652,0.7657827744826655,0.7639109821225815,0.7879511394316101
17,0.6197371179832093,0.6298060641701496,0.6332023379137685,0.6663068536648104,0.7033746008054775,0.7201917946518189,0.7257041660084601,0.7488082735310423,0.7498396525565902,0.7707783149209173,0.7710401495483254,0.803176461842074,0.8336038880673962,0.8613536599693127,0.8917627130428621,0.9256529373369977,0.946555719409748,1.0,0.9158463596502802,0.7139608291977205,0.7679175455277532,0.7404187834509142,0.7287067006402661,0.7055297160066257,0.7018379298722364,0.6796912476400568,0.6929110911676397,0.7119473292744403,0.7037852196333518,0.7097766001593319,0.7010051498805597,0.6310716683603351,0.6301942549368228,0.6150529299159044,0.6022778377641297,0.6036866091381601,0.6313285195094774,0.6074794392646825,0.646973880469494,0.7394561145058065,0.7459312012583584,0.7341793782366927,0.7301132787110517,0.7469570220325987
18,0.644813618221751,0.6505597904410707,0.6707946183068128,0.6762630254296482,0.6956155739115494,0.7078200767519236,0.7067789057581603,0.7211273367221737,0.7199054588825401,0.7210524267668205,0.6895809662563276,0.7303215003234879,0.7423108438102948,0.7673713415522702,0.78007870457858,0.8122136102174801,0.8372872786178692,0.9158463596502802,1.0,0.8692890403323608,0.8515571945357805,0.8077398974395954,0.771354084400464,0.7541399817494171,0.755628286080178,0.7262422757481571,0.6928890770746964,0.6738716173727197,0.6653920123434262,0.66833399468356,0.6614401254976916,0.5982532865638611,0.5984784319322176,0.597933651508266,0.5944883992920308,0.6094942844767299,0.6418929536131907,0.6231263235857842,0.6248025151661962,0.7028117487658975,0.7151533796322709,0.7144901332074097,0.7136881027062663,0.7111470361941711
19,0.6401134919685643,0.6366763865248949,0.6619859817698688,0.6570775831923541,0.645667235833936,0.6397365530756292,0.6332387818598738,0.6325490458840001,0.6151268708291353,0.5975465562918506,0.5491073302845362,0.5501628052840639,0.5432988727379564,0.5543809322191374,0.566075463244499,0.5930328042015496,0.6117837591992519,0.7139608291977205,0.8692890403323607,0.9999999999999998,0.8650011461296447,0.7535841563929527,0.6889988240414137,0.6843673735144155,0.6798295535659681,0.6427793977255886,0.5985942069204273,0.5286162710879951,0.515919738869616,0.5514122209361473,0.5785213710635112,0.5729618867941496,0.5686421684706107,0.581328684565736,0.5831076181421004,0.6078341135185152,0.6168643659009142,0.6114024784515703,0.5632053393171843,0.5512592264954932,0.569901556002062,0.5892842547700448,0.597944487177725,0.5731919792451929
20,0.684752954959678,0.6638050447694233,0.672758952151021,0.6845257771111682,0.6850850669773727,0.7132921075598508,0.7413565087586879,0.752295531194798,0.7332887698469321,0.7209515366162195,0.6835285753429262,0.696338387724011,0.6888025850363783,0.6908028574070125,0.6735283469412585,0.6840259884767198,0.6954818507925148,0.7679175455277532,0.8515571945357806,0.8650011461296448,0.9999999999999998,0.9255912823595426,0.864570499537603,0.8407924241252713,0.8296289600348137,0.7958749684481051,0.7428881103804728,0.6919982093172555,0.6361647347502013,0.6618786397862966,0.6653051042349297,0.6271767817984419,0.6155294019236879,0.618735466936702,0.6137600787037678,0.6061105117546967,0.6346146651035122,0.6246565653516675,0.6186030269545931,0.6580292546279731,0.6861484505302401,0.6845280610855006,0.6918350915018174,0.6939152980152318
